,Song,Artist,Year,SongID,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,artist_popularity,artist_genres,top_genre,genre_code,top10,top5
819,Thunder,Imagine Dragons,2018,1zB4vmk8tFRmM9UULNzbLB,0.00671,0.605,187147,0.822,0.134,0,0.147,-4.833,0.0438,167.997,4,0.288,90,"modern rock,rock",modern rock,34,0,0
820,Look Alive,BlocBoy JB Featuring Drake,2018,4qKcDkK6siZ7Jp1Jb4m0aL,0.00104,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,0.27,140.022,4,0.595,68,"memphis hip hop,rap,southern hip hop,tennessee hip hop,trap,vapor trap",rap,42,0,0
821,Delicate,Taylor Swift,2018,6NFyWDv5CjfwuzoCkw47Xf,0.216,0.75,232253,0.404,0.000357,9,0.0911,-10.178,0.0682,95.045,4,0.0499,98,"pop,post-teen pop",pop,36,0,0
822,Yes Indeed,Lil Baby & Drake,2018,6vN77lE9LK6HP2DewaN6HZ,0.0355,0.963,142273,0.346,0.0,5,0.108,-9.309,0.53,119.957,4,0.562,93,"atl hip hop,atl trap,rap,trap",rap,42,0,0
823,Friends,Marshmello & Anne-Marie,2018,08bNPGLD8AhKpnnERrAc6G,0.205,0.626,202621,0.88,0.0,9,0.128,-2.384,0.0504,95.079,4,0.534,89,"brostep,edm,pop,pop dance,progressive electro house",pop,36,0,0
824,Bad At Love,Halsey,2018,7y9iMe8SOB6z3NoHE2OfXl,0.0604,0.675,181279,0.751,0.0,0,0.0893,-3.539,0.0296,118.384,4,0.612,89,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",pop,36,0,0
825,Taste,Tyga Featuring Offset,2018,5IaHrVsrferBYDm0bDyABy,0.0236,0.884,232959,0.559,0.0,0,0.101,-7.442,0.12,97.994,4,0.342,86,"dance pop,hip hop,pop rap,rap,southern hip hop,trap",dance pop,15,0,0
826,Let You Down,NF,2018,52okn5MNA47tk87PeZJLEL,0.312,0.662,212120,0.714,0.0,5,0.179,-5.68,0.121,147.997,4,0.464,88,"hip hop,pop rap,rap",pop rap,38,0,0
827,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018,2Xqd0wUttjueBfdcltADOv,0.0117,0.838,245387,0.771,0.0,1,0.0853,-3.791,0.244,175.957,4,0.405,84,"hip hop,indie pop rap,oakland hip hop,pop rap,rap",pop rap,38,0,0
828,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018,2E124GmJRnBJuXbTb4cPUB,0.088,0.931,179405,0.387,0.0,1,0.136,-9.127,0.412,125.978,4,0.376,79,emo rap,emo rap,20,0,0
829,Tequila,Dan + Shay,2018,7Il2yWQmsqKgSkLQvHTPUI,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,0.0289,86.131,4,0.503,81,"contemporary country,country,pop",pop,36,0,0
830,Feel It Still,Portugal. The Man,2018,6QgjcU0zLnzq5OrUoSZ3OK,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0.0504,79.028,4,0.754,72,"indie rock,modern alternative rock,modern rock,rock",modern rock,34,0,0
831,MotorSport,"Migos, Nicki Minaj & Cardi B",2018,4wFjTWCunQFKtukqrNijEt,0.0305,0.904,303077,0.518,0.0,2,0.325,-5.32,0.183,137.996,4,0.188,83,"atl hip hop,hip hop,pop rap,rap,trap",pop rap,38,0,0
832,I Like Me Better,Lauv,2018,1wjzFQodRWrPcQ0AnYnvQ9,0.535,0.752,197437,0.505,2.55e-06,9,0.104,-7.621,0.253,91.97,4,0.419,85,"electropop,pop,post-teen pop",pop,36,0,0
833,Youngblood,5 Seconds Of Summer,2018,2iUXsYOEPhVqEBwsqP70rE,0.0169,0.596,203418,0.854,0.0,7,0.124,-5.114,0.463,120.274,4,0.152,84,"boy band,dance pop,electropop,pop,post-teen pop",pop,36,0,0
834,Whatever It Takes,Imagine Dragons,2018,6Qn5zhYkTa37e91HC1D7lb,0.0362,0.672,201240,0.655,0.0,10,0.117,-5.021,0.0311,134.945,4,0.556,90,"modern rock,rock",modern rock,34,0,0
835,Ric Flair Drip,Offset & Metro Boomin,2018,7sO5G9EABYOXQKNPNiE9NR,0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,0.206,100.007,4,0.333,84,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
836,I Fall Apart,Post Malone,2018,75ZvA4QfFiZvzhj2xkaWAh,0.0689,0.556,223347,0.538,0.0,8,0.196,-5.408,0.0382,143.95,4,0.291,93,"dfw rap,melodic rap,rap",rap,42,0,0
837,Pray For Me,The Weeknd & Kendrick Lamar,2018,77UjLW8j5UAGAGVGhR5oUK,0.0762,0.735,211440,0.677,2.17e-05,2,0.111,-4.979,0.093,100.584,4,0.188,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
838,Back To You,Selena Gomez,2018,514rhnksEwHUh6LxXsQ4Y9,0.0984,0.6,210240,0.683,1.26e-06,6,0.11,-6.271,0.0493,102.036,4,0.494,89,"dance pop,pop,post-teen pop",pop,36,0,0
839,Sicko Mode,Travis Scott,2018,2xLMifQCjDGFmkHkpNLD9h,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,0.222,155.008,4,0.446,95,"rap,slap house",rap,42,0,0
840,Walk It Talk It,Migos Featuring Drake,2018,6n4U3TlzUGhdSFbUUhTvLP,0.0876,0.907,276147,0.633,2.6e-06,2,0.106,-5.145,0.184,145.914,4,0.395,83,"atl hip hop,hip hop,pop rap,rap,trap",pop rap,38,0,0
841,Gucci Gang,Lil Pump,2018,43ZyHQITOjhciSUUNPVRHc,0.239,0.936,124056,0.523,0.0,5,0.117,-6.71,0.0597,119.889,4,0.699,75,"emo rap,miami hip hop,rap,trap",rap,42,0,0
842,Him & I,G-Eazy & Halsey,2018,5k38wzpLb15YgncyWdTZE4,0.0534,0.589,268867,0.731,0.0,2,0.308,-6.343,0.0868,87.908,4,0.191,84,"hip hop,indie pop rap,oakland hip hop,pop rap,rap",pop rap,38,0,0
843,In My Blood,Shawn Mendes,2018,2QZ7WLBE8h2y1Y5Fb8RYbH,0.0573,0.622,211360,0.712,0.0,5,0.13,-7.321,0.066,140.025,4,0.487,89,"canadian pop,pop,post-teen pop,viral pop",pop,36,0,0
844,All The Stars,Kendrick Lamar & SZA,2018,3GCdLUSnKSMJhs4Tj6CV3s,0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.946,0.0597,96.924,4,0.552,89,"conscious hip hop,hip hop,rap,west coast rap",rap,42,0,0
845,Stir Fry,Migos,2018,2UVbBKQOdFAekPTRsnkzcf,0.00263,0.817,190288,0.816,0.0,2,0.159,-5.402,0.269,181.982,4,0.508,83,"atl hip hop,hip hop,pop rap,rap,trap",pop rap,38,0,0
846,Too Good At Goodbyes,Sam Smith,2018,1mXVgsBdtIVeCLJnSnmtdV,0.64,0.681,201000,0.372,0.0,5,0.169,-8.237,0.0432,91.873,4,0.476,88,"dance pop,pop,post-teen pop,uk pop",pop,36,0,0
847,Love.,Kendrick Lamar Featuring Zacari,2018,6PGoSes0D9eUDeeAafB2As,0.264,0.8,213400,0.585,0.0,10,0.153,-7.343,0.0924,126.058,4,0.779,89,"conscious hip hop,hip hop,rap,west coast rap",rap,42,0,0
848,This Is America,Childish Gambino,2018,0b9oOr2ZgvyQu88wzixux9,0.117,0.854,225773,0.463,0.0,5,0.354,-6.159,0.137,120.024,4,0.549,81,"atl hip hop,hip hop,pop rap,rap",pop rap,38,0,0
849,Nonstop,Drake,2018,0TlLq3lA83rQOYtrqBqSct,0.0165,0.912,238614,0.412,0.0126,7,0.104,-8.074,0.123,154.983,4,0.423,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
850,Heaven,Kane Brown,2018,1HXy5I3HTWq8OvxCn0z7G7,0.263,0.677,179507,0.556,0.0,9,0.105,-6.544,0.0306,80.006,4,0.521,80,"contemporary country,country road",contemporary country,12,0,0
851,Bodak Yellow (Money Moves),Cardi B,2018,2771LMNxwf62FTAdpJMQfM,0.0672,0.929,223962,0.723,0.0,11,0.346,-5.792,0.109,125.022,4,0.458,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
852,Freaky Friday,Lil Dicky Featuring Chris Brown,2018,10Igtw8bSDyyFs7KIsKngZ,0.147,0.755,216632,0.599,0.0,8,0.109,-5.042,0.224,133.123,4,0.755,70,"comedy rap,pop rap,rap",pop rap,38,0,0
853,Gummo,6ix9ine,2018,4HbiCvH1R7mVOJ7KY7JQBD,0.0553,0.66,157643,0.775,0.0,2,0.129,-4.926,0.172,157.036,4,0.635,79,emo rap,emo rap,20,0,0
854,Plug Walk,Rich The Kid,2018,1ZAyjvIk9YiD76yYy0TEG6,0.202,0.876,175230,0.519,0.0,11,0.108,-6.531,0.143,94.981,4,0.158,78,"atl hip hop,hip hop,melodic rap,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
855,Wait,Maroon 5,2018,3T9CfDxFYqZWSKxd0BhZrb,0.0959,0.655,190643,0.603,0.0,8,0.107,-5.014,0.0555,126.088,4,0.452,91,"pop,pop rock",pop,36,0,0
856,Be Careful,Cardi B,2018,2Yl4OmDby9iitgNWZPwxkd,0.0256,0.82,210787,0.568,0.0,6,0.0952,-8.23,0.411,152.279,4,0.535,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
857,Wolves,Selena Gomez X Marshmello,2018,0tBbt8CrmxbjRP0pueQkyU,0.124,0.724,197993,0.804,0.0,11,0.204,-4.614,0.0448,124.987,4,0.306,89,"dance pop,pop,post-teen pop",pop,36,0,0
858,Bartier Cardi,Cardi B Featuring 21 Savage,2018,0dIoGTQXDh1wVnhIiSyYEa,0.00111,0.908,224285,0.524,0.000678,1,0.383,-7.955,0.181,138.015,4,0.109,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
859,God Is A Woman,Ariana Grande,2018,5OCJzvD7sykQEKHH7qAC3C,0.0233,0.602,197547,0.658,6e-05,1,0.237,-5.934,0.0558,145.031,4,0.268,96,"pop,post-teen pop",pop,36,0,0
860,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018,0ZNrc4kNeQYD9koZ3KvCsy,0.00552,0.745,237240,0.346,0.0,1,0.0881,-7.709,0.331,203.911,4,0.112,81,"cali rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
861,Sorry Not Sorry,Demi Lovato,2018,3Du2K5dLzmduCNp6uwuaL0,0.0223,0.702,203760,0.635,0.0,11,0.283,-6.917,0.265,144.004,4,0.873,89,"dance pop,pop,post-teen pop",pop,36,0,0
862,How Long,Charlie Puth,2018,6wmAHw1szh5RCKSRjiXhPe,0.211,0.845,200853,0.561,3.49e-06,1,0.0383,-5.253,0.0778,109.974,4,0.811,83,"dance pop,pop,post-teen pop,viral pop",pop,36,0,0
863,Lights Down Low,MAX Featuring gnash,2018,1sYSP7gKa5kdKIfhANfori,0.0632,0.623,223847,0.493,0.0,5,0.104,-7.727,0.0338,81.019,4,0.594,77,"dance pop,electropop,pop,pop rap,post-teen pop,viral pop",pop,36,0,0
864,Young Dumb & Broke,Khalid,2018,5Z3GHaZ6ec9bsiI5BenrbY,0.199,0.798,202547,0.539,1.66e-05,1,0.165,-6.351,0.0421,136.949,4,0.394,92,"alternative r&b,pop",pop,36,0,0
865,One Kiss,Calvin Harris & Dua Lipa,2018,7ef4DlsgrMEH11cDZd32M6,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0.11,123.994,4,0.592,88,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance",pop,36,0,0
866,Natural,Imagine Dragons,2018,2FY7b99s15jUprqC0M5NCT,0.217,0.704,189467,0.611,0.0,2,0.0812,-6.112,0.0409,100.0,4,0.22,90,"modern rock,rock",modern rock,34,0,0
867,You Make It Easy,Jason Aldean,2018,2zMDMCtGzTOD8qVHyznGIl,0.159,0.547,193306,0.56,0.0,7,0.103,-5.86,0.0283,131.855,3,0.485,79,"contemporary country,country,country road",contemporary country,12,0,0
868,Shape Of You,Ed Sheeran,2018,7qiZfU4dY1lWllzX7mPBI3,0.581,0.825,233713,0.652,0.0,1,0.0931,-3.183,0.0802,95.977,4,0.931,93,"pop,uk pop",pop,36,0,0
869,I Get The Bag,Gucci Mane Featuring Migos,2018,1XRgIKC5TPwo7nWGyKqgG0,0.0232,0.89,233087,0.633,0.000343,11,0.0993,-5.475,0.168,139.948,4,0.425,83,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
870,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018,5WvAo7DNuPRmk4APhdPzi8,0.0733,0.552,260000,0.76,0.0,0,0.0865,-4.706,0.342,135.702,5,0.639,84,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",pop,36,0,0
871,Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018,2YzmfPLqUx5CJOaw5ThsBV,0.0588,0.791,202636,0.839,6.26e-05,11,0.259,-4.284,0.266,170.113,4,0.383,79,"hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",pop rap,38,0,0
872,Sky Walker,Miguel Featuring Travis Scott,2018,5WoaF1B5XIEnWfmb5NZikf,0.173,0.674,259333,0.506,0.0,6,0.0866,-10.532,0.0434,145.965,4,0.183,82,"dance pop,pop,r&b,urban contemporary",pop,36,0,0
873,Marry Me,Thomas Rhett,2018,0OWZFobGSIW9GrSlQ9C5pc,0.0977,0.333,205453,0.412,0.0,3,0.113,-8.633,0.029,85.028,4,0.474,81,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
874,Eastside,"benny blanco, Halsey & Khalid",2018,0d2iYfpKoM0QCKvcLCkBao,0.555,0.56,173800,0.68,0.0,6,0.116,-7.648,0.321,89.391,4,0.319,82,"electropop,pop,pop rap",pop,36,0,0
875,Call Out My Name,The Weeknd,2018,4MPTj8lMMvxLwT3EwuXFop,0.211,0.449,228373,0.599,0.0,1,0.327,-4.892,0.0369,134.144,3,0.165,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
876,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018,51rXHuKN8Loc4sUlKPODgH,0.000813,0.645,229670,0.705,0.0,1,0.128,-5.008,0.299,137.133,4,0.376,74,"conscious hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",pop rap,38,0,0
877,Happier,Marshmello & Bastille,2018,2dpaYNEQHiRxtZbfNsse99,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,0.0452,100.015,4,0.671,89,"brostep,edm,pop,pop dance,progressive electro house",pop,36,0,0
878,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018,3V8UKqhEK5zBkBb6d6ub8i,0.542,0.903,417920,0.675,1.28e-05,11,0.0595,-3.445,0.214,96.507,4,0.442,86,"latin,reggaeton,trap latino",latin,27,0,0
879,Simple,Florida Georgia Line,2018,1co0puPTYvqAdUEjFOjne9,0.0848,0.375,185200,0.889,0.0,3,0.136,-3.704,0.0991,199.669,4,0.881,83,"contemporary country,country,country pop,country road,modern country rock",contemporary country,12,0,0
880,Lemon,N*E*R*D & Rihanna,2018,4PpuH4mxL0rD35mOWaLoKS,0.00214,0.916,219707,0.727,0.000145,1,0.118,-6.556,0.0861,94.997,4,0.201,63,"hip hop,virginia hip hop",hip hop,23,0,0
881,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2018,5tz69p7tJuGPeMGwNTxYuV,0.569,0.62,250173,0.574,0.0,5,0.19,-7.788,0.0479,100.023,4,0.357,83,"conscious hip hop,dmv rap,hip hop,pop rap,rap",pop rap,38,0,0
882,Say Something,Justin Timberlake Featuring Chris Stapleton,2018,1LhMopPAallLeaeNutqbgS,0.103,0.707,278893,0.632,1.09e-05,10,0.0841,-7.031,0.0789,97.04,4,0.372,84,"dance pop,pop",pop,36,0,0
883,I'm Upset,Drake,2018,3qN5qMTKyEEmiTZD38BNTT,0.279,0.899,214467,0.586,0.0,11,0.0836,-7.866,0.343,150.002,4,0.492,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
884,Get Along,Kenny Chesney,2018,2ZFrEp20VO25BXYhMxh0GW,0.0997,0.602,199627,0.805,0.0,7,0.172,-6.079,0.0473,92.401,4,0.322,78,"contemporary country,country,country road",contemporary country,12,0,0
885,Moonlight,XXXTENTACION,2018,0JP9xo3adEtGSdUEISiszL,0.556,0.921,135090,0.537,0.00404,9,0.102,-5.723,0.0804,128.009,4,0.711,92,"emo rap,miami hip hop",miami hip hop,31,0,0
886,What Lovers Do,Maroon 5 Featuring SZA,2018,0GxQ1A5L9xnMOytbP6eKBG,0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0.0611,110.001,4,0.419,91,"pop,pop rock",pop,36,0,0
887,X,Nicky Jam x J Balvin,2018,39N9RPD9MRb5WmoLzNzPeA,0.0364,0.595,173628,0.773,0.00108,9,0.334,-4.736,0.0549,180.073,4,0.711,89,"latin,latin hip hop,reggaeton,trap latino",latin,27,0,0
888,Outside Today,YoungBoy Never Broke Again,2018,5PIfH6BzcmH04RDmtzF0BN,0.139,0.851,129105,0.666,0.0,11,0.105,-5.334,0.0694,134.068,4,0.0585,86,"baton rouge rap,trap",trap,46,0,0
889,Trip,Ella Mai,2018,6CTWathupIiDs7U4InHnDA,0.225,0.477,213993,0.61,0.0,11,0.107,-5.628,0.144,79.882,4,0.358,76,"dance pop,pop,pop r&b,pop rap,post-teen pop,r&b,rap,uk contemporary r&b,urban contemporary",pop,36,0,0
890,Dura,Daddy Yankee,2018,6KuqAtoeVzxAYOaMveLNpH,0.174,0.783,200480,0.84,0.0,1,0.412,-3.416,0.051,95.001,4,0.839,91,"latin,latin hip hop,reggaeton,trap latino",latin,27,0,0
891,Changes,XXXTENTACION,2018,7AFASza1mXqntmGtbxXprO,0.883,0.669,121887,0.308,0.0,11,0.0984,-10.068,0.029,64.934,4,0.52,92,"emo rap,miami hip hop",miami hip hop,31,0,0
892,Mercy,Brett Young,2018,2VIPU72L6tIR4w8J8ap6Kp,0.84,0.638,217120,0.367,0.0,4,0.0999,-7.906,0.0266,71.957,4,0.219,73,contemporary country,contemporary country,12,0,0
893,One Number Away,Luke Combs,2018,4gB7HrYHbJVJ5RFOjxmoq4,0.00585,0.544,221800,0.781,0.0,6,0.191,-6.16,0.0311,144.075,4,0.527,85,contemporary country,contemporary country,12,0,0
894,Powerglide,Rae Sremmurd & Juicy J,2018,1BuZAIO8WZpavWVbbq3Lci,0.0168,0.713,332301,0.831,0.0,1,0.118,-4.75,0.15,173.948,4,0.584,77,"hip hop,melodic rap,mississippi hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
895,IDGAF,Dua Lipa,2018,76cy1WJvNGJTj78UqeA5zr,0.0403,0.836,217947,0.544,0.0,7,0.0824,-5.975,0.0943,97.028,4,0.51,95,"dance pop,pop,uk pop",pop,36,0,0
896,Mi Gente,J Balvin & Willy William Featuring Beyonce,2018,1DoK3CdipMjplLk5LXUdcp,0.0223,0.759,209733,0.716,0.0,11,0.231,-6.36,0.0818,105.021,4,0.469,95,"latin,reggaeton,reggaeton colombiano,trap latino",latin,27,0,0
897,Believer,Imagine Dragons,2018,0pqnGHJpmpxLKifKRmU6WP,0.0622,0.776,204347,0.78,0.0,10,0.081,-4.374,0.128,124.949,4,0.666,90,"modern rock,rock",modern rock,34,0,0
898,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,0.102,136.041,4,0.639,91,"country rap,lgbtq+ hip hop,pop rap,queer country",pop rap,38,0,0
899,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019,0RiRZpuVRbi7oqRdSMwhQY,0.533,0.755,157560,0.522,0.0,2,0.0685,-4.368,0.0575,89.96,4,0.925,93,"dfw rap,melodic rap,rap",rap,42,0,0
900,Without Me,Halsey,2019,5p7ujcrUXASCNwRaWNHR1C,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,0.0705,136.041,4,0.533,89,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",pop,36,1,1
901,Bad Guy,Billie Eilish,2019,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,0.375,135.128,4,0.562,93,"electropop,pop",pop,36,1,1
902,Wow.,Post Malone,2019,7xQAfvXzm3AkraOtGPWIZg,0.136,0.829,149547,0.539,1.78e-06,11,0.103,-7.359,0.208,99.96,4,0.388,93,"dfw rap,melodic rap,rap",rap,42,1,1
903,Happier,Marshmello & Bastille,2019,2dpaYNEQHiRxtZbfNsse99,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,0.0452,100.015,4,0.671,89,"brostep,edm,pop,pop dance,progressive electro house",pop,36,1,1
904,7 Rings,Ariana Grande,2019,6ocbgoVGwYJhOv1GgI9NsF,0.592,0.778,178627,0.317,0.0,1,0.0881,-10.732,0.334,140.048,4,0.327,96,"pop,post-teen pop",pop,36,1,1
905,Talk,Khalid,2019,0rTV5WefWd1J3OwIheTzxM,0.0501,0.9,197487,0.4,0.0,0,0.0876,-8.443,0.124,136.001,4,0.338,92,"alternative r&b,pop",pop,36,1,0
906,Sicko Mode,Travis Scott,2019,2xLMifQCjDGFmkHkpNLD9h,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,0.222,155.008,4,0.446,95,"rap,slap house",rap,42,1,0
907,Sucker,Jonas Brothers,2019,22vgEDb5hykfaTwLuskFGD,0.0427,0.842,181027,0.734,0.0,1,0.106,-5.065,0.0588,137.958,4,0.952,80,"boy band,dance pop,pop,pop rock,post-teen pop",pop,36,1,0
908,High Hopes,Panic! At The Disco,2019,1rqqCSm0Qe4I9rUvWncaom,0.193,0.579,190947,0.904,0.0,5,0.064,-2.729,0.0618,82.014,4,0.681,84,"baroque pop,emo,modern rock",modern rock,34,1,0
909,"Thank U, Next",Ariana Grande,2019,3e9HZxeyfWwjeyPAMmWSSQ,0.229,0.717,207320,0.653,0.0,1,0.101,-5.634,0.0658,106.966,4,0.412,96,"pop,post-teen pop",pop,36,1,0
910,Truth Hurts,Lizzo,2019,5qmq61DAAOUaW8AUo8xKhh,0.11,0.715,173325,0.624,0.0,4,0.123,-3.046,0.114,158.087,4,0.412,79,"dance pop,escape room,minnesota hip hop,pop,pop rap,post-teen pop,trap queen",pop,36,1,0
911,Dancing With A Stranger,Sam Smith & Normani,2019,6Qs4SXO9dwPj5GKvVOv8Ki,0.45,0.741,171030,0.52,1.97e-06,8,0.222,-7.513,0.0656,102.998,4,0.347,88,"dance pop,pop,post-teen pop,uk pop",pop,36,0,0
912,Senorita,Shawn Mendes & Camila Cabello,2019,0TK2YIli7K1leLovkQiNik,0.037,0.759,190960,0.54,0.0,9,0.0945,-6.039,0.0287,116.947,4,0.75,89,"canadian pop,pop,post-teen pop,viral pop",pop,36,0,0
913,I Don't Care,Ed Sheeran & Justin Bieber,2019,3HVWdVOQ0ZA45FuZGSfvns,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,0.0442,101.956,4,0.842,93,"pop,uk pop",pop,36,0,0
914,Eastside,"benny blanco, Halsey & Khalid",2019,0d2iYfpKoM0QCKvcLCkBao,0.555,0.56,173800,0.68,0.0,6,0.116,-7.648,0.321,89.391,4,0.319,82,"electropop,pop,pop rap",pop,36,0,0
915,Going Bad,Meek Mill Featuring Drake,2019,2IRZnDFmlqMuOrYOLnZZyc,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0.0905,86.003,4,0.544,82,"hip hop,philly rap,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
916,Shallow,Lady Gaga & Bradley Cooper,2019,2VxeLyX666F8uXCJ0dZF8B,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,0.0308,95.799,4,0.323,90,"dance pop,pop,post-teen pop",pop,36,0,0
917,Better,Khalid,2019,4T3fNx3CgwDRRYgmFCbD4J,0.0984,0.442,229413,0.585,0.391,0,0.14,-10.332,0.0964,97.565,4,0.116,92,"alternative r&b,pop",pop,36,0,0
918,No Guidance,Chris Brown Featuring Drake,2019,6XHVuErjQ4XNm6nDPVCxVX,0.123,0.696,260640,0.454,0.0,1,0.155,-6.756,0.153,92.928,4,0.136,91,"dance pop,pop,pop rap,r&b,rap",pop,36,0,0
919,Girls Like You,Maroon 5 Featuring Cardi B,2019,6FRLCMO5TUHTexlWo8ym1W,0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,0.0505,124.959,4,0.448,91,"pop,pop rock",pop,36,0,0
920,Sweet But Psycho,Ava Max,2019,25sgk305KZfyuqVBQIahim,0.0691,0.719,187436,0.704,0.0,1,0.166,-4.724,0.0476,133.002,4,0.628,86,"dance pop,pop",pop,36,0,0
921,Suge,DaBaby,2019,2gwkD6igEhQbDQegRCcdoB,0.0608,0.876,163320,0.662,0.0,2,0.127,-6.482,0.426,75.445,4,0.844,94,"north carolina hip hop,rap",rap,42,0,0
922,Middle Child,J. Cole,2019,2JvzF1RMd7lE3KmFlsyZD8,0.149,0.837,213594,0.364,0.0,8,0.271,-11.713,0.276,123.984,4,0.463,88,"conscious hip hop,hip hop,north carolina hip hop,rap",rap,42,0,0
923,Drip Too Hard,Lil Baby & Gunna,2019,78QR3Wp35dqAhFEc2qAGjE,0.0852,0.897,145543,0.662,0.0,1,0.534,-6.903,0.292,112.511,4,0.389,93,"atl hip hop,atl trap,rap,trap",rap,42,0,0
924,Someone You Loved,Lewis Capaldi,2019,7qEHsqek33rTcFNT9PFqLf,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,0.0319,109.891,4,0.446,86,"pop,uk pop",pop,36,0,0
925,Ran$om,Lil Tecca,2019,1lOe9qE0vR9zwWQAOk6CoO,0.0204,0.745,131240,0.642,0.0,7,0.0658,-6.257,0.287,179.974,4,0.226,83,"melodic rap,rap,trap",rap,42,0,0
926,If I Can't Have You,Shawn Mendes,2019,6LsAAHotRLMOHfCsSfYCsz,0.524,0.692,190800,0.809,0.0,2,0.147,-4.198,0.0602,123.911,4,0.864,89,"canadian pop,pop,post-teen pop,viral pop",pop,36,0,0
927,Goodbyes,Post Malone Featuring Young Thug,2019,0t3ZvGKlmYmVsDzBJAXK8C,0.456,0.548,174853,0.653,0.0,5,0.103,-3.875,0.081,150.068,4,0.163,93,"dfw rap,melodic rap,rap",rap,42,0,0
928,ZEZE,Kodak Black Featuring Travis Scott & Offset,2019,0FZ4Dmg8jJJAPJnvBIzD9z,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.788,0.176,98.043,4,0.504,84,"florida rap,hip hop,melodic rap,miami hip hop,rap,southern hip hop,trap",rap,42,0,0
929,Better Now,Post Malone,2019,7dt6x5M1jzdTEt8oCbisTK,0.331,0.68,231267,0.578,0.0,10,0.135,-5.804,0.04,145.038,4,0.341,93,"dfw rap,melodic rap,rap",rap,42,0,0
930,Youngblood,5 Seconds Of Summer,2019,2iUXsYOEPhVqEBwsqP70rE,0.0169,0.596,203418,0.854,0.0,7,0.124,-5.114,0.463,120.274,4,0.152,84,"boy band,dance pop,electropop,pop,post-teen pop",pop,36,0,0
931,Money In The Grave,Drake Featuring Rick Ross,2019,5ry2OE6R2zPQFDO85XkgRb,0.101,0.831,205427,0.502,0.0,10,0.122,-4.045,0.046,100.541,4,0.101,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
